STBIMPINDEX,STBIMPDATE,STBMAPID,STBSTATUS,STBGROUP,STBFORM,STBPAGE,STBITEM,STBFIELD,S_Amount,HKRTN,STBDrillAlias,STBDrillTable,STBDrillRef,STBBRANCH,S_TAVA_Ref
10830,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP11C10157","S_Amount",105000,"","","",310709,"","C2A15"
12288,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP10C9C","S_Amount",150356371,"","","",32061,"","1114"
10830,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",105000,"","","",310709,"","C2A15"
12291,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP10C9C","S_Amount",184830481,"","","",32064,"","1117"
10149,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",161847741,"","","",310028,"","1115"
10804,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP11C10157","S_Amount",123000,"","","",310683,"","C2A13"
10804,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",123000,"","","",310683,"","C2A13"
10835,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP11C10157","S_Amount",91000,"","","",310714,"","C2A15"
10835,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",91000,"","","",310714,"","C2A15"
12470,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP11C10157","S_Amount",2686795.33941,"","","",32243,"","C2A1A"
8648,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",104657.898384,"","","",150483,"","Part4-A3R11"
10240,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",775369.12,"","","",310119,"","344"
12452,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP10C9C","S_Amount",2664580.21947,"","","",32225,"","CN3A"
10949,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",0,"","","",310828,"","2539"
12295,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP10C9C","S_Amount",230795961,"","","",32068,"","1121"
12290,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP10C9C","S_Amount",173339111,"","","",32063,"","1116"
10831,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",103000,"","","",310710,"","C2A15"
12292,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP10C9C","S_Amount",196321851,"","","",32065,"","1118"
12322,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP10C9C","S_Amount",9225067.98471102,"","","",32095,"","889"
12320,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP10C9C","S_Amount",8772296.68852056,"","","",32093,"","886"
10321,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",4762500,"","","",310200,"","452"
10203,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",2000000,"","","",310082,"","266"
12451,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP11C10157","S_Amount",2663346.04614,"","","",32224,"","CN3B"
10910,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",7016276.61522333,"","","",310789,"","892"
10153,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",230795961,"","","",310032,"","1121"
10150,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",184830481,"","","",310029,"","1117"
10919,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",1864765.46007745,"","","",310798,"","2296"
10568,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",430759.15260133,"","","",310447,"","2329"
10202,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",100896.72229,"","","",310081,"","264"
10195,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",2807750,"","","",310074,"","238"
10174,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",0,"","","",310053,"","189"
12285,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP10C9C","S_Amount",115882261,"","","",32058,"","1111"
12286,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP10C9C","S_Amount",127373631,"","","",32059,"","1112"
10215,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",4000000,"","","",310094,"","303"
12445,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP11C10157","S_Amount",2655941.00616,"","","",32218,"","CN3B"
12445,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP10C9C","S_Amount",2655941.00616,"","","",32218,"","CN3B"
12324,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP10C9C","S_Amount",7016276.61522333,"","","",32097,"","892"
10238,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",757538.08,"","","",310117,"","342"
10694,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",1167398.36075429,"","","",310573,"","2500"
10981,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",12459931,"","","",310860,"","1102"
12384,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP10C9C","S_Amount",0,"","","",32157,"","2552"
10231,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",0,"","","",310110,"","333"
10718,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",0,"","","",310597,"","2533"
12453,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP11C10157","S_Amount",2665814.3928,"","","",32226,"","CN3A"
10729,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",0,"","","",310608,"","2547"
12283,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP10C9C","S_Amount",92899521,"","","",32056,"","1109"
12284,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP10C9C","S_Amount",104390891,"","","",32057,"","1110"
10154,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",0,"","","",310033,"","155"
10241,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",809635.64,"","","",310120,"","346"
10977,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",18242127.390032,"","","",310856,"","1035"
10152,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",219304591,"","","",310031,"","1120"
8582,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",112803.442362,"","","",150417,"","Part4-A3R4"
8586,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",112309.77303,"","","",150421,"","Part4-A3R4"
12296,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP10C9C","S_Amount",242287331,"","","",32069,"","1122"
12455,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP11C10157","S_Amount",2668282.73946,"","","",32228,"","CN3A"
12455,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP10C9C","S_Amount",2668282.73946,"","","",32228,"","CN3A"
8649,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",104534.481051,"","","",150484,"","Part4-A3R11"
8651,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",104287.646385,"","","",150486,"","Part4-A3R11"
10194,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",0,"","","",310073,"","237"
10862,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",1537650,"","","",310741,"","288"
8751,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",91945.913085,"","","",150586,"","Part4-B1R8"
8588,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",112062.938364,"","","",150423,"","Part4-A3R4"
8645,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",105028.150383,"","","",150480,"","Part4-A3R11"
12446,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP11C10157","S_Amount",2657175.17949,"","","",32219,"","CN3C"
12446,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP10C9C","S_Amount",2657175.17949,"","","",32219,"","CN3C"
10716,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",0,"","","",310595,"","2530"
8586,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",112309.77303,"","","",150421,"","Part4-A3R4"
12280,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP10C9C","S_Amount",58425411,"","","",32053,"","1106"
10198,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",2000000,"","","",310077,"","252"
8647,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",104781.315717,"","","",150482,"","Part4-A3R11"
10731,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",0,"","","",310610,"","2550"
10148,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",150356371,"","","",310027,"","1114"
10146,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",115882261,"","","",310025,"","1111"
12281,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP10C9C","S_Amount",69916781,"","","",32054,"","1107"
10243,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",817958.8,"","","",310122,"","349"
10199,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",12000000,"","","",310078,"","253"
10244,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",834876.2,"","","",310123,"","350"
11726,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP5C224","S_Amount",0,"","","",12190,"","P1R18C1-23"
11729,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP5C224","S_Amount",0,"","","",12193,"","P1R18C1-26"
8603,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",110211.678369,"","","",150438,"","Part4-A3R6"
10793,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",127000,"","","",310672,"","C2C21"
10793,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP5C192A1","S_Amount",127000,"","","",310672,"","C2C21"
9015,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",11543200,"","","",150850,"",""
9008,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",5900,"","","",150843,"","P1A-1"
11689,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP5C224","S_Amount",0,"","","",12153,"","P1R18C1-5"
11692,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP5C224","S_Amount",0,"","","",12156,"","P1R18C1-8"
11843,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP5C224","S_Amount",0,"","","",12307,"","P1R18C1-44"
11878,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP5C224","S_Amount",0,"","","",12342,"","P1R18C1-14"
8612,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",562783.03848,"","","",150447,"","Part4-A3R7"
8621,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",562783.03848,"","","",150456,"","Part4-A3R8"
10506,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",0,"","","",310385,"","1829"
8365,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",112800,"","","",150200,"",""
8616,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",562783.03848,"","","",150451,"","Part4-A3R7"
8636,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",106138.90638,"","","",150471,"","Part4-A3R10"
11637,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP5C224","S_Amount",0,"","","",12101,"","P1R18C1-41"
11881,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP5C224","S_Amount",0,"","","",12345,"","P1R18C1-17"
11775,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP3C103","S_Amount",0,"","","",12239,"","P1R8C1-8"
8357,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",114200,"","","",150192,"",""
10880,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",4762500,"","","",310759,"","451"
10329,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",7500000,"","","",310208,"","464"
10140,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",35442671,"","","",310019,"","1104"
10983,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",207813221,"","","",310862,"","1119"
10798,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP11C10157","S_Amount",115000,"","","",310677,"","C2A12"
10798,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",115000,"","","",310677,"","C2A12"
11092,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP11C10157","S_Amount",123000,"","","",310971,"","C2A15"
11092,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",123000,"","","",310971,"","C2A15"
12466,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP11C10157","S_Amount",2681858.64609,"","","",32239,"","C2A1A"
12466,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP10C9C","S_Amount",2681858.64609,"","","",32239,"","C2A1A"
10915,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",232838589.9,"","","",310794,"","2150"
10863,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",12000000,"","","",310742,"","305"
10714,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",0,"","","",310593,"","2527"
10218,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",2000000,"","","",310097,"","307"
8354,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",114500,"","","",150189,"",""
9085,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",144521.696943,"","","",150920,"",""
8355,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",114400,"","","",150190,"",""
11930,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP5C221","S_Amount",34400,"","","",12394,"","E14325"
11928,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP5C221","S_Amount",34200,"","","",12392,"","E14323"
11933,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP5C221","S_Amount",34700,"","","",12397,"","E14328"
11934,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP5C221","S_Amount",34800,"","","",12398,"","E14329"
11931,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP5C221","S_Amount",34500,"","","",12395,"","E14326"
11967,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP5C221","S_Amount",33800,"","","",12431,"","E14319"
9010,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",5700,"","","",150845,"","P1A-1"
8969,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",79727.597118,"","","",150804,"","Part4-A3R12"
8355,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",114400,"","","",150190,"",""
12415,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP10C9C","S_Amount",2595466.51299,"","","",32188,"","22405_valid"
12415,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP4C172D","S_Amount",2595466.51299,"","","",32188,"","22405_valid"
9087,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",146743.208937,"","","",150922,"",""
9088,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",146580.953362,"","","",150923,"",""
12248,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP10C9C","S_Amount",68934140.9125161,"","","",32021,"","1064"
11917,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP5C221","S_Amount",149999200,"","","",12381,"","E14280"
11955,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP5C221","S_Amount",32600,"","","",12419,"","E14307"
8643,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",105274.985049,"","","",150478,"","Part4-A3R10"
8966,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",80097.849117,"","","",150801,"","Part4-A3R10"
8969,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",79727.597118,"","","",150804,"","Part4-A3R12"
9083,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",142300.184949,"","","",150918,"",""
8347,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",142300.184949,"","","",150182,"",""
8347,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",142300.184949,"","","",150182,"",""
9084,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",142176.183478,"","","",150919,"",""
9085,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",144521.696943,"","","",150920,"",""
10988,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",388064316.5,"","","",310867,"","188"
10131,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",21257129,"","","",310010,"","1052"
10746,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",38191.80198866,"","","",310625,"","2588"
11948,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP5C221","S_Amount",31900,"","","",12412,"","E14300"
11949,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP5C221","S_Amount",32000,"","","",12413,"","E14301"
11957,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP5C221","S_Amount",32800,"","","",12421,"","E14309"
11950,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP5C221","S_Amount",32100,"","","",12414,"","E14302"
11969,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP5C221","S_Amount",415084.239472,"","","",12433,"","DS14423"
8601,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",110458.513035,"","","",150436,"","Part4-A3R6"
8666,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",102436.38639,"","","",150501,"","Part4-A3R12"
7172,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP5C192B1","S_Amount",135000,"","","",270111,"","C2C15"
11747,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP3C103","S_Amount",0,"","","",12211,"","P1R8C1-35"
11913,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP5C224","S_Amount",0,"","","",12377,"","P1R18C1-20"
11705,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP5C224","S_Amount",0,"","","",12169,"","P1R18C1-11"
11708,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP5C224","S_Amount",0,"","","",12172,"","P1R18C1-14"
11848,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP3C103","S_Amount",0,"","","",12312,"","P1R8C1-17"
11716,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP3C103","S_Amount",0,"","","",12180,"","P1R8C1-29"
11634,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP5C224","S_Amount",0,"","","",12098,"","P1R18C1-38"
11711,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP5C224","S_Amount",0,"","","",12175,"","P1R18C1-17"
11719,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP3C103","S_Amount",0,"","","",12183,"","P1R8C1-32"
11569,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP5C224","S_Amount",0,"","","",12033,"","P1R18C1-50"
11855,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP5C224","S_Amount",0,"","","",12319,"","P1R18C1-47"
11884,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP5C224","S_Amount",0,"","","",12348,"","P1R18C1-53"
7138,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP5C191B","S_Amount",117000,"","","",270077,"","C2D22"
7151,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP5C191B","S_Amount",125000,"","","",270090,"","C2D23"
8769,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",89724.401091,"","","",150604,"","Part4-B1R11"
8778,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",88613.645094,"","","",150613,"","Part4-B1R12"
11851,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP3C103","S_Amount",0,"","","",12315,"","P1R8C1-20"
11646,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP5C224","S_Amount",0,"","","",12110,"","P1R18C1-44"
11649,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP5C224","S_Amount",0,"","","",12113,"","P1R18C1-47"
11906,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP3C103","S_Amount",0,"","","",12370,"","P1R8C1-26"
11752,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP5C224","S_Amount",0,"","","",12216,"","P1R18C1-26"
11837,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP5C224","S_Amount",0,"","","",12301,"","P1R18C1-5"
11738,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP3C103","S_Amount",0,"","","",12202,"","P1R8C1-41"
11760,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP3C103","S_Amount",0,"","","",12224,"","P1R8C1-41"
11893,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP3C103","S_Amount",0,"","","",12357,"","P1R8C1-29"
8964,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",562783.03848,"","","",150799,"","Part4-A3R8"
9011,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",456000,"","","",150846,"",""
8965,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",562783.03848,"","","",150800,"","Part4-A3R9"
9013,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",456000,"","","",150848,"",""
8359,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",456000,"","","",150194,"",""
11099,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP11C101922","S_Amount",43800.8114817,"","","",310978,"","DS14435"
10844,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP11C101922","S_Amount",37148.617233,"","","",310723,"","DS14334"
10844,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",37148.617233,"","","",310723,"","DS14334"
10844,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP5C192B2","S_Amount",37148.617233,"","","",310723,"","DS14334"
12351,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP10C9C","S_Amount",10525538.637652,"","","",32124,"","930"
8668,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",562783.03848,"","","",150503,"","Part4-A3R12"
8634,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",562783.03848,"","","",150469,"","Part4-A3R9"
8616,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",562783.03848,"","","",150451,"","Part4-A3R7"
9010,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",5700,"","","",150845,"","P1A-1"
10847,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",43714.4193486,"","","",310726,"","DS14434"
10494,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",2127338.39805435,"","","",310373,"","901"
8475,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",126009.096993,"","","",150310,"","Part4-A2R3"
10969,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP5C191B","S_Amount",141000,"","","",310848,"","C2D25"
8770,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",89600.983758,"","","",150605,"","Part4-B1R11"
8312,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",520000,"","","",150147,"","P1B-31"
8312,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",520000,"","","",150147,"","P1B-31"
8313,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",1920000,"","","",150148,"","P1B-31"
8313,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",1920000,"","","",150148,"","P1B-31"
12348,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP10C9C","S_Amount",3668507.40719853,"","","",32121,"","926"
8392,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",135882.483633,"","","",150227,"","Part4-A1R1"
8779,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",88490.227761,"","","",150614,"","Part4-B1R12"
8778,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",88613.645094,"","","",150613,"","Part4-B1R12"
10802,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",119000,"","","",310681,"","C2C13"
11932,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP3C103","S_Amount",34600,"","","",12396,"","E14327"
7165,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP3C103","S_Amount",34600,"","","",270104,"","E14327"
11604,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP5C224","S_Amount",0,"","","",12068,"","P1R18C1-32"
7123,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP5C224","S_Amount",34700,"","","",270062,"","E14328"
11607,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP5C224","S_Amount",0,"","","",12071,"","P1R18C1-35"
9054,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",109718.009037,"","","",150889,"","Part4-A3R6"
10800,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP5C191B","S_Amount",117000,"","","",310679,"","C2D22"
10805,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP5C191B","S_Amount",125000,"","","",310684,"","C2D23"
8303,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",250000,"","","",150138,"","P1B-11"
8418,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",132303.380976,"","","",150253,"","Part4-A1R6"
8304,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",250000,"","","",150139,"","P1B-11"
12397,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP10C9C","S_Amount",0,"","","",32170,"","2645"
8418,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",132303.380976,"","","",150253,"","Part4-A1R6"
12312,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP10C9A","S_Amount",5878784.72137554,"","","",32085,"","878"
12400,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP10C9C","S_Amount",0,"","","",32173,"","2820"
8413,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",132920.467641,"","","",150248,"","Part4-A1R4"
